ID,Rank,Wins,Comps,Probability,SEp,Logit,CDATpercentile,Set,DOB,Grade,Gender,Race,Hisp,Lunch,EL,ObsRank,ObsPercentile,CDAT_date,Age,Race_ethnicity,CDATGroup,ObsGroup
4257,28,41,94,0.436,0.051,-0.257,35.56,8,8/17/12,4,F,W,Y,F,Y,0,,2/1/22,9.46,H,0,0
4268,5,19,31,0.613,0.087,0.459,68.75,4,12/24/11,4,M,N,N,X,N,0,,2/8/22,10.12,N,0,0
4300,9,51,81,0.63,0.054,0.531,77.78,8,9/21/11,4,F,W,Y,F,N,0,,2/1/22,10.36,H,0,0
4326,14,36,65,0.554,0.062,0.216,56.76,10,6/18/12,4,F,W,N,F,N,0,,3/1/22,9.7,W,0,0
4375,35,17,51,0.333,0.066,-0.693,8.62,9,5/2/11,4,M,N,N,F,Y,0,,2/1/22,10.75,N,0,0
4408,44,28,69,0.406,0.059,-0.381,12.09,7,3/20/12,4,M,W,N,X,N,0,,1/31/22,9.86,W,0,0
4420,43,0,48,0,None ,None ,0,8,7/15/12,4,F,W,Y,F,Y,0,,2/1/22,9.54,H,0,0
4463,17,38,78,0.487,0.057,-0.051,48.65,10,5/30/12,4,M,W,Y,F,N,0,,3/1/22,9.75,H,0,0
4489,10,36,63,0.571,0.062,0.288,82.76,11,9/18/11,4,M,W,Y,F,Y,0,,1/14/22,10.32,H,0,0
4508,16,14,38,0.368,0.078,-0.539,22.73,12,3/27/12,4,F,X,Y,X,N,0,,1/28/22,9.84,X,0,0
4586,24,33,65,0.508,0.062,0.031,52.75,7,3/8/12,4,F,W,N,F,Y,0,,1/31/22,9.9,W,0,0
4660,2,23,29,0.793,0.075,1.344,86.36,12,4/21/12,4,F,X,N,X,N,0,,1/28/22,9.77,X,0,0
4707,40,15,61,0.246,0.055,-1.121,6.67,8,12/2/11,4,M,W,Y,F,N,0,,2/1/22,10.16,H,0,0
4733,29,32,66,0.485,0.062,-0.061,40.66,7,9/20/11,4,F,B,N,X,N,0,,2/2/22,10.37,B,0,0
4751,30,22,51,0.431,0.069,-0.276,17.24,9,1/16/12,4,M,W,Y,F,N,0,,2/1/22,10.04,H,0,0
4791,6,33,50,0.66,0.067,0.663,83.78,10,12/8/11,4,F,W,N,F,N,0,,3/1/22,10.23,W,0,0
4821,30,32,76,0.421,0.057,-0.318,31.11,8,5/18/12,4,M,W,Y,F,N,0,,2/1/22,9.7,H,0,0
4841,11,12,33,0.364,0.084,-0.56,25,4,5/15/12,4,F,W,N,X,N,0,,2/8/22,9.73,W,0,0
4881,48,23,68,0.338,0.057,-0.671,6.59,7,6/7/12,4,F,W,N,F,N,0,,2/9/22,9.67,W,0,0
4971,31,31,65,0.477,0.062,-0.092,38.46,7,10/28/11,4,F,W,N,X,N,0,,2/17/22,10.3,W,0,0
4981,16,31,58,0.534,0.065,0.138,68.97,11,5/12/12,4,F,W,N,F,Y,0,,1/14/22,9.67,W,0,0
5074,9,19,36,0.528,0.083,0.111,43.75,4,5/10/12,4,M,W,Y,X,N,0,,2/8/22,9.74,H,0,0
5076,30,16,52,0.308,0.064,-0.811,13.51,10,11/2/11,4,F,W,Y,F,N,0,,3/1/22,10.33,H,0,0
5103,8,43,65,0.662,0.059,0.67,89.01,7,1/10/12,4,F,W,N,X,N,0,,1/31/22,10.06,W,0,0
5167,47,24,65,0.369,0.06,-0.536,7.69,7,11/22/11,4,F,W,N,X,N,0,,2/7/22,10.21,W,0,0
5168,14,37,66,0.561,0.061,0.244,80.22,7,8/14/11,4,M,W,N,X,N,0,,2/7/22,10.48,W,0,0
5208,26,24,52,0.462,0.069,-0.154,25.86,9,2/15/11,4,M,W,Y,F,Y,0,,2/1/22,10.96,H,0,0
5243,31,15,49,0.306,0.066,-0.818,10.81,10,5/7/12,4,M,W,Y,F,N,0,,3/1/22,9.82,H,0,0
5259,43,12,54,0.222,0.057,-1.253,5.17,11,11/9/11,4,M,W,Y,F,Y,0,,1/25/22,10.21,H,0,0
5331,38,30,67,0.448,0.061,-0.21,23.08,7,6/22/12,4,M,W,N,X,N,0,,2/7/22,9.63,W,0,0
5347,21,48,95,0.505,0.051,0.021,51.11,8,5/14/12,4,F,W,Y,F,Y,0,,2/1/22,9.71,H,0,0
5361,8,34,53,0.641,0.066,0.582,81.03,9,10/4/11,4,M,W,Y,F,Y,0,,2/1/22,10.33,H,0,0
5381,22,34,65,0.523,0.062,0.092,60.44,7,12/21/11,4,M,W,N,X,N,0,,1/31/22,10.11,W,0,0
5495,13,5,25,0.2,0.08,-1.386,12.5,4,9/30/11,4,M,N,Y,X,N,0,,2/8/22,10.36,N,0,0
5555,11,35,62,0.565,0.063,0.259,81.03,11,8/24/12,4,F,W,Y,F,Y,0,,1/27/22,9.43,H,0,0
5586,18,27,52,0.519,0.069,0.077,56.9,9,4/25/12,4,M,W,Y,F,Y,0,,2/1/22,9.77,H,0,0
5590,33,33,81,0.407,0.055,-0.375,22.22,8,6/10/11,4,M,W,Y,F,Y,0,,2/1/22,10.64,H,0,0
5597,27,37,84,0.44,0.054,-0.239,37.78,8,6/18/12,4,M,W,Y,F,N,0,,2/1/22,9.62,H,0,0
5710,15,3,22,0.136,0.073,-1.846,0,4,5/23/12,4,F,N,N,X,N,0,,2/8/22,9.71,N,0,0
5714,29,19,60,0.317,0.06,-0.769,16.22,10,7/26/12,4,M,W,Y,F,N,0,,3/1/22,9.6,H,0,0
5773,23,34,70,0.486,0.06,-0.057,46.67,8,9/19/11,4,M,W,Y,F,Y,0,,2/1/22,10.37,H,0,0
5780,30,32,67,0.478,0.061,-0.09,39.56,7,6/23/12,4,F,W,N,X,N,0,,2/2/22,9.61,W,0,0
5812,38,25,59,0.424,0.064,-0.308,13.79,11,1/11/12,4,M,W,Y,F,Y,0,,1/25/22,10.04,H,0,0
5841,20,22,51,0.431,0.069,-0.276,31.03,6,6/22/12,4,F,W,Y,F,N,0,,2/1/22,9.61,H,0,0
5844,6,35,54,0.648,0.065,0.611,86.21,9,9/12/11,4,F,W,Y,F,Y,0,,2/1/22,10.39,H,0,0
5846,16,37,67,0.552,0.061,0.21,78.02,7,12/18/11,4,F,W,N,X,N,0,,2/17/22,10.16,W,0,0
6024,24,24,51,0.471,0.07,-0.118,34.48,9,8/28/12,4,F,W,Y,F,Y,0,,2/1/22,9.43,H,0,0
6028,10,38,64,0.594,0.061,0.379,72.97,10,10/12/11,4,F,W,N,F,N,0,,3/1/22,10.39,W,0,0
6057,9,36,59,0.61,0.063,0.448,75.68,10,10/1/11,4,F,W,Y,F,N,0,,3/1/22,10.42,H,0,0
6077,36,14,50,0.28,0.063,-0.944,6.9,9,7/2/12,4,F,W,Y,F,N,0,,2/1/22,9.58,H,0,0
6133,42,27,65,0.415,0.061,-0.342,15.38,7,3/13/12,4,M,W,N,X,N,0,,2/7/22,9.9,W,0,0
6147,41,28,67,0.418,0.06,-0.331,17.58,7,11/16/11,4,F,X,Y,F,N,0,,2/17/22,10.25,X,0,0
6152,12,32,61,0.525,0.064,0.098,58.62,6,9/2/11,4,F,P,Y,F,N,0,,2/1/22,10.41,P,0,0
6218,18,27,61,0.443,0.064,-0.231,37.93,6,7/21/12,4,M,W,Y,F,N,0,,2/1/22,9.53,H,0,0
6283,42,27,65,0.415,0.061,-0.342,15.38,7,5/11/12,4,F,W,N,X,N,0,,2/17/22,9.77,W,0,0
6324,11,40,66,0.606,0.06,0.431,85.71,7,1/25/12,4,M,W,N,F,N,0,,2/2/22,10.02,W,0,0
6404,45,8,55,0.145,0.048,-1.771,1.72,11,3/7/12,4,M,W,Y,F,N,0,,1/14/22,9.85,H,0,0
6464,8,47,73,0.644,0.056,0.592,82.22,8,12/10/11,4,M,W,Y,F,Y,0,,2/1/22,10.14,H,0,0
6465,43,27,66,0.409,0.061,-0.368,13.19,7,2/27/12,4,M,W,N,X,N,0,,2/7/22,9.94,W,0,0
6578,26,24,52,0.462,0.069,-0.154,25.86,9,11/28/11,4,F,W,Y,F,N,0,,2/1/22,10.18,H,0,0
6633,34,10,44,0.227,0.063,-1.224,2.7,10,12/2/11,4,M,N,N,F,N,0,,3/1/22,10.25,N,0,0
6636,22,25,52,0.481,0.069,-0.077,41.38,9,6/29/12,4,F,W,Y,F,Y,0,,2/1/22,9.59,H,0,0
6654,47,24,65,0.369,0.06,-0.536,7.69,7,10/26/11,4,M,W,N,X,N,0,,2/2/22,10.27,W,0,0
6749,15,32,59,0.542,0.065,0.17,72.41,11,11/22/11,4,F,W,Y,F,Y,0,,1/27/22,10.18,H,0,0
6755,13,28,54,0.519,0.068,0.074,55.17,6,3/1/12,4,F,P,Y,F,Y,0,,2/1/22,9.92,P,0,0
6786,14,31,60,0.517,0.065,0.067,51.72,6,6/20/12,4,M,W,Y,F,N,0,,2/1/22,9.61,H,0,0
6795,39,7,50,0.14,0.049,-1.815,1.72,9,1/14/12,4,M,W,Y,F,N,0,,2/1/22,10.05,H,0,0
6868,18,36,67,0.537,0.061,0.149,69.23,7,11/3/11,4,F,W,N,X,N,0,,2/7/22,10.26,W,0,0
6886,21,2,26,0.077,0.052,-2.485,0,12,10/4/11,4,M,W,N,X,N,0,,1/28/22,10.32,W,0,0
6951,15,48,84,0.571,0.054,0.288,64.44,8,6/30/12,4,M,W,Y,F,N,0,,2/1/22,9.59,H,0,0
6962,3,23,35,0.657,0.08,0.651,81.82,12,4/29/12,4,M,W,N,X,N,0,,1/28/22,9.75,W,0,0
6974,12,42,75,0.56,0.057,0.241,62.16,10,12/5/11,4,F,W,Y,F,N,0,,3/1/22,10.24,H,0,0
6998,21,32,62,0.516,0.063,0.065,58.62,11,5/12/12,4,M,W,N,F,Y,0,,1/14/22,9.67,W,0,0
7041,38,30,67,0.448,0.061,-0.21,23.08,7,7/19/12,4,M,W,N,X,N,0,,1/31/22,9.53,W,0,0
7076,22,22,57,0.386,0.064,-0.464,24.14,6,10/6/11,4,M,W,Y,F,Y,0,,2/1/22,10.32,H,0,0
7088,22,25,52,0.481,0.069,-0.077,41.38,9,10/15/11,4,M,W,Y,F,Y,0,,2/1/22,10.29,H,0,0
7103,24,31,62,0.5,0.063,0,46.55,11,3/14/11,4,F,W,Y,F,Y,0,,1/27/22,10.87,H,0,0
7139,28,23,51,0.451,0.07,-0.197,20.69,9,10/12/11,4,M,W,Y,F,N,0,,2/1/22,10.3,H,0,0
7188,26,23,58,0.397,0.064,-0.42,24.32,10,10/8/11,4,M,W,Y,F,N,0,,3/1/22,10.4,H,0,0
7198,18,36,67,0.537,0.061,0.149,69.23,7,6/29/12,4,M,W,N,X,N,0,,2/2/22,9.59,W,0,0
7296,20,31,60,0.517,0.065,0.067,60.34,11,3/10/12,4,M,W,Y,F,Y,0,,1/27/22,9.88,H,0,0
7447,36,30,66,0.455,0.061,-0.182,27.47,7,3/25/12,4,F,W,N,X,N,0,,2/7/22,9.87,W,0,0
7462,23,34,66,0.515,0.062,0.061,53.85,7,8/18/11,4,F,W,N,X,N,0,,2/17/22,10.5,W,0,0
7575,32,33,80,0.412,0.055,-0.354,24.44,8,5/4/12,4,M,W,Y,F,Y,0,,2/1/22,9.74,H,0,0
7655,9,33,57,0.579,0.065,0.318,84.48,11,9/8/11,4,M,W,Y,F,Y,0,,1/25/22,10.38,H,0,0
7664,40,6,49,0.122,0.047,-1.969,0,9,2/20/12,4,F,W,Y,F,Y,0,,2/1/22,9.95,H,0,0
7665,41,13,55,0.236,0.057,-1.173,4.44,8,4/20/12,4,M,W,Y,F,Y,0,,2/1/22,9.78,H,0,0
7670,25,14,46,0.304,0.068,-0.827,13.79,6,12/7/10,4,M,W,Y,F,Y,0,,2/1/22,11.15,H,0,0
7706,37,31,69,0.449,0.06,-0.204,26.37,7,1/10/12,4,F,W,N,F,N,0,,2/17/22,10.1,W,0,0
7914,22,25,52,0.481,0.069,-0.077,41.38,9,7/18/12,4,M,W,Y,F,N,0,,2/1/22,9.54,H,0,0
7984,22,25,52,0.481,0.069,-0.077,41.38,9,10/31/11,4,M,W,Y,F,N,0,,2/1/22,10.25,H,0,0
7999,34,18,53,0.34,0.065,-0.665,10.34,9,12/19/11,4,M,N,N,F,N,0,,2/1/22,10.12,N,0,0
8026,13,40,72,0.556,0.059,0.223,59.46,10,6/1/11,4,M,W,Y,F,N,0,,3/1/22,10.75,H,0,0
8096,17,12,33,0.364,0.084,-0.56,18.18,12,8/14/11,4,M,W,N,X,N,0,,1/28/22,10.46,W,0,0
8112,36,30,66,0.455,0.061,-0.182,27.47,7,4/28/12,4,M,W,N,X,N,0,,2/2/22,9.76,W,0,0
8205,29,29,61,0.475,0.064,-0.098,29.31,11,6/6/12,4,F,W,Y,F,Y,0,,1/14/22,9.61,H,0,0
8206,28,30,63,0.476,0.063,-0.095,34.48,11,8/30/12,4,F,W,Y,F,N,0,,1/14/22,9.37,H,0,0
8213,36,30,66,0.455,0.061,-0.182,27.47,7,11/15/11,4,F,W,N,F,N,0,,2/2/22,10.21,W,0,0
8294,8,19,34,0.559,0.085,0.236,50,4,12/21/11,4,F,N,N,X,Y,0,,2/8/22,10.13,N,0,0
8397,23,34,66,0.515,0.062,0.061,53.85,7,10/31/11,4,F,W,N,X,N,0,,2/7/22,10.27,W,0,0
8478,10,32,58,0.552,0.065,0.208,65.52,6,10/10/11,4,M,W,N,F,N,0,,2/1/22,10.31,W,0,0
8518,46,25,65,0.385,0.06,-0.47,9.89,7,3/28/12,4,M,W,N,F,N,0,,1/31/22,9.84,W,0,0
8585,27,34,69,0.493,0.06,-0.029,47.25,7,5/2/11,4,M,X,Y,X,N,0,,2/7/22,10.76,X,0,0
8823,18,28,54,0.519,0.068,0.074,56.9,9,8/5/12,4,F,W,Y,F,Y,0,,2/1/22,9.49,H,0,0
8828,20,35,66,0.53,0.061,0.121,62.64,7,1/21/12,4,M,W,N,X,N,0,,2/2/22,10.03,W,0,0
8877,5,28,43,0.651,0.073,0.624,82.76,6,12/22/11,4,F,W,Y,F,Y,0,,2/1/22,10.11,H,0,0
8878,10,20,39,0.513,0.08,0.051,50,12,11/24/11,4,F,W,N,X,N,0,,1/28/22,10.18,W,0,0
8934,15,33,64,0.516,0.062,0.062,48.28,6,8/28/11,4,M,N,N,F,N,0,,2/1/22,10.43,N,0,0
8936,35,25,56,0.446,0.066,-0.215,18.97,11,3/30/12,4,M,W,Y,F,Y,0,,1/25/22,9.82,H,0,0
8980,2,19,26,0.731,0.087,0.998,87.5,4,3/31/12,4,F,W,Y,X,N,0,,2/8/22,9.86,H,0,0
9007,13,38,66,0.576,0.061,0.305,81.32,7,7/29/12,4,F,W,N,X,N,0,,2/2/22,9.51,W,0,0
9035,14,28,52,0.538,0.069,0.154,67.24,9,3/26/12,4,M,W,Y,F,N,0,,2/1/22,9.85,H,0,0
9046,37,22,68,0.324,0.057,-0.738,13.33,8,1/16/12,4,M,W,Y,F,Y,0,,2/1/22,10.04,H,0,0
9081,40,29,69,0.42,0.059,-0.322,18.68,7,3/24/12,4,M,W,N,X,N,0,,1/31/22,9.85,W,0,0
9158,8,34,57,0.596,0.065,0.391,86.21,11,3/16/12,4,F,W,Y,F,Y,0,,1/14/22,9.83,H,0,0
9172,34,31,67,0.463,0.061,-0.15,34.07,7,12/26/11,4,M,X,N,X,N,0,,2/7/22,10.11,X,0,0
9220,26,31,64,0.484,0.062,-0.063,39.66,11,7/26/12,4,M,W,Y,F,Y,0,,1/14/22,9.47,H,0,0
9230,14,14,36,0.389,0.081,-0.452,31.82,12,10/6/11,4,M,W,N,F,N,0,,1/28/22,10.31,W,0,0
9288,32,15,50,0.3,0.065,-0.847,8.11,10,4/12/12,4,M,W,Y,F,N,0,,3/1/22,9.89,H,0,0
9411,26,12,41,0.293,0.071,-0.882,10.34,6,7/6/11,4,M,W,Y,F,Y,0,,2/1/22,10.57,H,0,0
9485,5,23,36,0.639,0.08,0.57,72.73,12,10/12/11,4,F,W,N,X,N,0,,1/28/22,10.29,W,0,0
9492,7,24,41,0.585,0.077,0.345,63.64,12,6/17/12,4,F,W,N,F,N,0,,1/28/22,9.61,W,0,0
9558,21,37,70,0.529,0.06,0.114,61.54,7,9/19/11,4,F,X,Y,X,N,0,,2/9/22,10.39,X,0,0
9590,18,46,88,0.523,0.053,0.091,57.78,8,8/22/12,4,F,W,Y,F,N,0,,2/1/22,9.44,H,0,0
9594,51,13,63,0.206,0.051,-1.347,3.3,7,11/11/11,4,M,W,N,X,N,0,,1/31/22,10.22,W,0,0
9598,7,49,76,0.645,0.055,0.596,84.44,8,8/22/11,4,F,W,Y,F,Y,0,,2/1/22,10.44,H,0,0
9605,23,25,53,0.472,0.069,-0.113,39.66,9,8/5/12,4,M,W,Y,F,Y,0,,2/1/22,9.49,H,0,0
9610,29,23,52,0.442,0.069,-0.232,18.97,9,8/27/12,4,M,W,Y,F,N,0,,2/1/22,9.43,H,0,0
9620,22,28,63,0.444,0.063,-0.223,35.14,10,3/20/12,4,M,W,Y,F,Y,0,,3/1/22,9.95,H,0,0
9713,6,34,53,0.641,0.066,0.582,79.31,6,1/30/12,4,F,W,Y,F,N,0,,2/1/22,10,H,0,0
9740,29,36,84,0.429,0.054,-0.288,33.33,8,9/26/11,4,M,W,Y,F,Y,0,,2/1/22,10.35,H,0,0
9745,32,30,66,0.455,0.061,-0.182,24.14,11,5/22/12,4,F,W,Y,F,N,0,,1/27/22,9.68,H,0,0
9756,20,3,24,0.125,0.068,-1.946,4.55,12,2/16/12,4,M,W,N,X,N,0,,1/28/22,9.95,W,0,0
9778,24,19,51,0.373,0.068,-0.521,17.24,6,4/22/12,4,F,W,Y,F,N,0,,2/1/22,9.78,H,0,0
9797,22,34,66,0.515,0.062,0.061,56.9,11,5/3/12,4,M,W,Y,F,Y,0,,1/25/22,9.73,H,0,0
9827,24,24,51,0.471,0.07,-0.118,34.48,9,1/7/12,4,M,W,Y,F,Y,0,,2/1/22,10.07,H,0,0
9829,50,20,69,0.29,0.055,-0.896,4.4,7,4/21/11,4,M,B,N,F,N,0,,2/17/22,10.82,B,0,0
9839,19,8,30,0.267,0.081,-1.012,9.09,12,7/6/12,4,M,W,N,X,N,0,,1/28/22,9.56,W,0,0
9847,29,0,33,0,None ,None ,0,6,9/28/11,4,M,W,Y,F,N,0,,2/1/22,10.34,H,0,0
9859,23,31,61,0.508,0.064,0.033,53.45,11,6/17/10,4,M,W,Y,F,Y,0,,1/25/22,11.61,H,0,0
9899,3,19,28,0.679,0.088,0.747,81.25,4,7/28/12,4,F,N,N,X,Y,0,,2/8/22,9.53,N,0,0
9913,36,25,71,0.352,0.057,-0.61,15.56,8,7/14/12,4,M,W,Y,F,N,0,,2/1/22,9.55,H,0,0
9937,24,32,64,0.5,0.062,0,46.55,11,10/6/11,4,M,W,Y,F,Y,0,,1/25/22,10.3,H,0,0
9997,35,31,68,0.456,0.06,-0.177,32.97,7,10/17/11,4,M,W,N,X,N,0,,1/31/22,10.29,W,0,0
